slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_11_[12756.5,8710].npy",21.0,50.0,27.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.0,37.0,18.0,0.0,2281.3575036094994
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34149-12_HP_IM3_2_[26585,12083].npy",12.0,52.0,66.0,50.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,13.0,35.0,28.0,33.0,0.0,3125.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 19009_HP_IM3_9_[24688.5,11572.5].npy",18.0,40.0,26.0,16.0,2.0,4.0,6.0,9.0,2.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,7.0,3.0,7.0,18.0,31.0,1.0,1981.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_2_[18902,11700].npy",23.0,38.0,44.0,41.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,1595.420335270758
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37678-12_HP_IM3_1_[14893,11539].npy",30.0,33.0,33.0,26.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,20.0,63.0,52.0,48.0,0.03333333333333333,4053.321372253565
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__5715-98_HP_IM3_22_[16912.5,17507.9].npy",30.0,48.0,43.0,32.0,0.0,5.0,0.0,1.0,16.0,23.0,38.0,47.0,6.0,16.0,18.0,26.0,2.0,4.0,2.0,0.0,13.0,24.0,49.0,46.0,1.0,4942.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_11_[16220.1,13885.6].npy",19.0,37.0,36.0,63.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,10.0,3.0,4.0,3.0,2.0,0.10526315789473684,1888.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9614-13_HP_IM3_2_[13431,12567].npy",30.0,63.0,41.0,37.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,16.0,38.0,52.0,68.0,0.0,3299.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6184-98_HP_IM3_3_[17604.9,18026.5].npy",10.0,47.0,62.0,70.0,0.0,2.0,4.0,3.0,7.0,13.0,4.0,15.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,2.0,14.0,18.0,15.0,11.0,0.0,3357.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6184-98_HP_IM3_3_[17604.9,18026.5].npy",29.0,41.0,23.0,20.0,2.0,2.0,4.0,6.0,7.0,30.0,11.0,17.0,1.0,0.0,0.0,3.0,4.0,14.0,2.0,2.0,16.0,41.0,53.0,44.0,0.0,3357.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__13971-09_HP_IM3_9_[12064.1,13368.3].npy",11.0,15.0,22.0,23.0,1.0,4.0,6.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0,16.0,91.0,77.0,69.0,0.0,2930.157751826112
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_2_[33000.5,18818.5].npy",34.0,59.0,46.0,42.0,1.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,14.0,4.0,3.0,0.029411764705882356,2862.262225461921
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__42724-12_HP_IM3_1_[11334,13638].npy",21.0,63.0,83.0,80.0,0.0,1.0,0.0,1.0,4.0,14.0,13.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,9.0,0.3809523809523809,1791.4882642933114
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__19497-09_HP_IM3_17_[16912.5,11815.1].npy",12.0,27.0,25.0,45.0,0.0,2.0,7.0,2.0,4.0,4.0,7.0,12.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,6.0,26.0,27.0,37.0,0.08333333333333333,3042.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_15_[14833.6,16990.6].npy",15.0,43.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,14.0,17.0,0.0,3279.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_2_[15266,10757].npy",23.0,28.0,35.0,22.0,2.0,1.0,3.0,6.0,3.0,27.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,57.0,45.0,77.0,0.6956521739130435,4096.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_2_[18407,7597].npy",12.0,38.0,34.0,25.0,6.0,4.0,10.0,7.0,1.0,6.0,9.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,24.0,74.0,74.0,69.0,0.16666666666666666,3141.1439496767225
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_16_[14141.2,14402.9].npy",22.0,33.0,38.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,35.0,10.0,0.2272727272727273,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__5798-07_HP_IM3_11_[7551.5,12658.2].npy",10.0,57.0,33.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,21.0,21.0,3.0,18.0,21.0,14.0,0.0,1.0,2.0,0.0,10.0,26.0,29.0,56.0,0.9,2682.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_5_[6165,14728.7].npy",30.0,62.0,58.0,37.0,0.0,3.0,2.0,1.0,2.0,5.0,14.0,18.0,0.0,6.0,8.0,5.0,2.0,7.0,3.0,6.0,12.0,23.0,22.0,33.0,1.0,2607.88334419769
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__45021-12_HP_IM3_0_[12858,9247].npy",12.0,26.0,27.0,38.0,0.0,0.0,2.0,1.0,2.0,10.0,11.0,16.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,66.0,54.0,48.0,0.0,3764.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__15515-12_HP_IM3_1_[16194,15216].npy",38.0,80.0,89.0,64.0,2.0,6.0,4.0,6.0,1.0,6.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,13.0,9.0,2.0,13.0,13.0,12.0,0.5263157894736842,2400.3979439562263
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__15515-12_HP_IM3_0_[16289,14583].npy",34.0,55.0,62.0,55.0,0.0,3.0,5.0,2.0,2.0,3.0,6.0,5.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,1.0,10.0,18.0,24.0,23.0,0.1176470588235294,2447.5071923060973
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_18_[12756.5,16990.6].npy",13.0,24.0,27.0,42.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,45.0,52.0,42.0,0.6923076923076923,2898.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 34425_HP_IM3_11_[18453.6,9502].npy",14.0,60.0,59.0,57.0,2.0,11.0,16.0,19.0,3.0,21.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,4.0,0.21428571428571427,3042.917474479565
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__29525-11_HP_IM3_2_[9985.2,12851].npy",18.0,51.0,63.0,49.0,0.0,1.0,0.0,3.0,3.0,5.0,10.0,3.0,0.0,0.0,1.0,5.0,3.0,14.0,12.0,14.0,0.0,4.0,1.0,3.0,1.0,1983.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_1_[11729,15038].npy",11.0,26.0,42.0,34.0,0.0,0.0,0.0,1.0,3.0,20.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.5454545454545454,4003.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__42724-12_HP_IM3_0_[12207,13566].npy",27.0,56.0,57.0,49.0,1.0,2.0,0.0,2.0,7.0,10.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,17.0,12.0,0.2962962962962963,1732.0538395382816
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__1441-13_HP_IM3_0_[19680,14583].npy",34.0,83.0,67.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,3452.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_1_[25145,13466].npy",15.0,37.0,27.0,27.0,2.0,5.0,4.0,8.0,2.0,15.0,11.0,6.0,8.0,15.0,13.0,7.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,6.0,0.0,1999.0066284207276
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__15515-12_HP_IM3_1_[16194,15216].npy",20.0,51.0,28.0,36.0,1.0,2.0,2.0,7.0,0.0,3.0,3.0,5.0,0.0,6.0,4.0,3.0,0.0,2.0,0.0,2.0,6.0,10.0,15.0,21.0,0.3,2400.3979439562263
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_17_[23839.7,6639.6].npy",14.0,20.0,44.0,29.0,2.0,5.0,2.0,4.0,10.0,27.0,23.0,28.0,2.0,17.0,10.0,27.0,2.0,1.0,3.0,0.0,16.0,37.0,36.0,28.0,0.0,3651.5995048528007
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_0_[23660,13805].npy",15.0,28.0,47.0,54.0,4.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,15.0,7.0,0.0,2191.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1305-14_HP_IM3_18_[14478.8,18351.1].npy",11.0,17.0,23.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,9.0,39.0,47.0,40.0,0.18181818181818185,2406.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__13618-07_HP_IM3_0_[16400,17315].npy",20.0,49.0,35.0,35.0,0.0,0.0,5.0,1.0,2.0,6.0,7.0,11.0,1.0,2.0,2.0,12.0,4.0,11.0,6.0,9.0,4.0,12.0,25.0,26.0,0.5,2527.3617250673856
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24325-12_HP_IM3_2_[15721,10368].npy",10.0,43.0,29.0,24.0,0.0,0.0,1.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,12.0,20.0,15.0,2.0,18.0,29.0,41.0,0.0,2526.7875800066863
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__42724-12_HP_IM3_0_[12207,13566].npy",26.0,48.0,35.0,40.0,0.0,6.0,1.0,4.0,4.0,14.0,13.0,19.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,9.0,0.6923076923076923,1732.0538395382816
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 52013_HP_IM3_10_[28152.1,17265.3].npy",33.0,74.0,65.0,58.0,3.0,1.0,2.0,6.0,3.0,10.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,21.0,26.0,19.0,0.18181818181818185,3243.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5213-12_HP_IM3_1_[21948,11895].npy",11.0,37.0,36.0,44.0,3.0,3.0,4.0,0.0,4.0,12.0,17.0,17.0,4.0,4.0,16.0,10.0,0.0,5.0,5.0,2.0,6.0,14.0,28.0,26.0,0.7272727272727273,3546.78168466059
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__18918-09_HP_IM3_20_[12064.1,9744.6].npy",11.0,22.0,27.0,20.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,47.0,46.0,0.0,2459.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_1_[23147.3,10263.2].npy",10.0,12.0,22.0,38.0,0.0,0.0,1.0,4.0,3.0,17.0,9.0,16.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,104.0,90.0,77.0,0.0,3741.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11332-09_HP_IM3_0_[8600.5,10263.2].npy",21.0,58.0,79.0,60.0,0.0,0.0,0.0,1.0,1.0,24.0,10.0,6.0,0.0,0.0,0.0,0.0,19.0,51.0,36.0,59.0,0.0,4.0,1.0,0.0,0.047619047619047616,3541.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_15_[14833.6,16990.6].npy",15.0,49.0,81.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,23.0,19.0,0.06666666666666668,3279.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__21964-09_HP_IM3_12_[13448.9,11297.8].npy",33.0,96.0,94.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,13.0,14.0,23.0,0.060606060606060615,3005.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_5_[18297.2,13368.3].npy",12.0,16.0,11.0,17.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,18.0,64.0,106.0,105.0,0.0,2787.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1305-14_HP_IM3_18_[14478.8,18351.1].npy",11.0,47.0,31.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,13.0,37.0,36.0,0.09090909090909093,2406.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16915-06_HP_IM3_11_[12756.5,8710].npy",32.0,51.0,43.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,4.0,4.0,16.0,34.0,26.0,0.0,3005.821695183849
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1372-14_HP_IM3_1_[11015.2,16799.2].npy",21.0,26.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,20.0,35.0,31.0,28.0,0.0,1985.6405380548686
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11866-98_HP_IM3_7_[30767,5605].npy",11.0,9.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,51.0,69.0,0.18181818181818185,2254.3829527450325
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__32458-12_HP_IM3_5_[23699,12183].npy",24.0,58.0,63.0,58.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,1.0,9.0,12.0,12.0,0.5416666666666666,3128.780657890731
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17441-97_HP_IM3_9_[18991.3,5605].npy",11.0,49.0,55.0,29.0,1.0,6.0,12.0,9.0,5.0,15.0,13.0,12.0,2.0,0.0,1.0,4.0,0.0,9.0,10.0,21.0,6.0,30.0,18.0,13.0,0.18181818181818185,3082.0832011195453
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1792-10_HP_IM3_8_[12756.5,10780.5].npy",25.0,73.0,62.0,57.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,10.0,6.0,3.0,5.0,2.0,17.0,30.0,26.0,0.52,2482.0007839542404
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11329-10_HP_IM3_12_[9985.2,19061.1].npy",39.0,112.0,105.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,2.0,6.0,8.0,5.0,11.0,32.0,73.0,0.0,3778.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6184-98_HP_IM3_3_[17604.9,18026.5].npy",41.0,84.0,53.0,40.0,0.0,1.0,1.0,2.0,2.0,15.0,18.0,19.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,14.0,24.0,34.0,0.0,3357.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38444-12_HP_IM3_2_[10840,9707].npy",15.0,27.0,21.0,21.0,0.0,7.0,3.0,5.0,9.0,18.0,18.0,22.0,3.0,34.0,33.0,16.0,2.0,9.0,4.0,5.0,7.0,20.0,28.0,33.0,0.0,2527.165079016082
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18231-12_HP_IM3_0_[16550,6375].npy",16.0,60.0,61.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0625,2656.302979892187
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11332-09_HP_IM3_12_[16912.5,13885.6].npy",23.0,64.0,65.0,69.0,0.0,0.0,1.0,0.0,6.0,17.0,11.0,16.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,10.0,2.0,7.0,6.0,12.0,0.0,2818.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_2_[33000.5,18818.5].npy",35.0,77.0,70.0,76.0,1.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,8.0,8.0,7.0,6.0,0.0,2862.262225461921
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20671-11_HP_IM3_4_[11370,18026.5].npy",20.0,40.0,47.0,58.0,0.0,0.0,4.0,6.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,8.0,11.0,0.95,3387.1764104510594
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18231-12_HP_IM3_0_[16550,6375].npy",24.0,40.0,52.0,41.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,2656.302979892187
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20671-11_HP_IM3_9_[12064.1,15956].npy",14.0,49.0,30.0,30.0,1.0,5.0,4.0,5.0,0.0,7.0,2.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,12.0,17.0,30.0,39.0,0.7857142857142857,2541.5945334086805
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39152-12_HP_IM3_1_[16116,8380].npy",29.0,51.0,47.0,62.0,1.0,3.0,8.0,11.0,3.0,6.0,9.0,6.0,3.0,22.0,24.0,22.0,0.0,2.0,0.0,1.0,6.0,23.0,24.0,22.0,0.0,3135.9365656012706
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__29525-11_HP_IM3_2_[9985.2,12851].npy",18.0,48.0,42.0,47.0,1.0,3.0,1.0,0.0,6.0,12.0,6.0,4.0,1.0,1.0,3.0,2.0,4.0,14.0,25.0,11.0,0.0,0.0,9.0,5.0,1.0,1983.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_1_[25145,13466].npy",14.0,51.0,47.0,46.0,1.0,0.0,6.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,3.0,1.0,1.0,0.0,1999.0066284207276
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__13040-13_HP_IM3_1_[10745,15177].npy",15.0,40.0,56.0,42.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,4.0,2.0,5.0,0.8666666666666667,1844.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_15_[14833.6,16990.6].npy",31.0,83.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,27.0,23.0,13.0,0.3870967741935484,3279.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 23202_HP_IM3_12_[22609.6,19853.1].npy",12.0,27.0,27.0,31.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0,74.0,52.0,80.0,0.0,2988.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3469-14_HP_IM3_1_[16220.1,10263.2].npy",14.0,54.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,12.0,20.0,16.0,0.5,2771.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38893-12_HP_IM3_0_[11223,9985].npy",26.0,86.0,78.0,92.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217.3013504521773
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 27252_HP_IM3_1_[35771.8,18818.5].npy",11.0,32.0,21.0,30.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,4.0,15.0,53.0,36.0,40.0,0.09090909090909093,2517.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__12535-10_HP_IM3_0_[15527.7,15438.7].npy",16.0,23.0,20.0,16.0,0.0,2.0,3.0,6.0,0.0,11.0,10.0,13.0,0.0,5.0,6.0,13.0,0.0,1.0,2.0,1.0,4.0,34.0,45.0,63.0,0.9375,3320.5181309409636
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__7771-09_HP_IM3_18_[19683.7,16990.6].npy",29.0,31.0,22.0,23.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,32.0,46.0,1.0,2255.179145668761
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25425_HP_IM3_7_[36464.1,16748].npy",16.0,41.0,40.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1445.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_2_[12524,14977].npy",11.0,19.0,21.0,35.0,2.0,14.0,9.0,5.0,43.0,103.0,97.0,77.0,3.0,2.0,1.0,2.0,7.0,35.0,21.0,22.0,9.0,27.0,18.0,14.0,0.9090909090909092,3299.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_23_[10677.6,12332.4].npy",11.0,35.0,15.0,25.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,10.0,39.0,47.0,48.0,0.18181818181818185,2536.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3900-98_HP_IM3_23_[8936.3,16280.6].npy",60.0,102.0,93.0,126.0,0.0,3.0,2.0,2.0,9.0,22.0,13.0,11.0,1.0,19.0,16.0,13.0,0.0,6.0,3.0,3.0,3.0,27.0,42.0,20.0,0.9833333333333332,4382.015717690007
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_1_[24778,18459].npy",59.0,127.0,154.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3185.0945305544647
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_5_[18297.2,13368.3].npy",12.0,33.0,34.0,29.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,21.0,74.0,74.0,87.0,0.0,2787.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16915-06_HP_IM3_11_[12756.5,8710].npy",14.0,36.0,45.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,1.0,3.0,6.0,6.0,7.0,22.0,12.0,9.0,16.0,40.0,40.0,39.0,0.0,3005.821695183849
